Attr,Age,Dist,EmpNo,Gen,JobSat,Marital,M_Income,OT,PctSalHike,TotWY,JobSat2,Income_LY,Diff_Income
1,28,13,1933,Female,3,Single,9854,Yes,11,6,sat,8877.0,977.0
0,50,1,323,Female,4,Divorced,19517,No,11,32,sat,17583.0,1934.0
0,18,10,411,Female,3,Single,1200,No,12,0,sat,1071.0,129.0
0,48,16,1557,Female,3,Divorced,6439,No,14,18,sat,5648.0,791.0
0,36,1,857,Male,4,Married,6201,Yes,14,18,sat,5439.0,762.0
0,34,1,1431,Male,1,Divorced,2996,No,14,10,unsat,2628.0,368.0
1,46,21,1821,Female,2,Married,8926,No,22,13,unsat,7316.0,1610.0
0,50,17,1656,Female,1,Divorced,13269,No,15,19,unsat,11538.0,1731.0
0,23,12,1982,Male,4,Single,2647,No,13,5,sat,2342.0,305.0
0,35,26,2040,Female,4,Single,8837,Yes,16,9,sat,7618.0,1219.0
0,25,26,781,Female,4,Single,6180,No,23,6,sat,5024.0,1156.0
0,38,10,2041,Female,4,Married,5343,No,11,10,sat,4814.0,529.0
0,36,7,949,Male,4,Single,4678,No,18,8,sat,3964.0,714.0
0,54,1,1245,Female,3,Divorced,10502,No,17,33,sat,8976.0,1526.0
0,34,1,1950,Male,4,Single,9888,No,21,14,sat,8172.0,1716.0
0,38,2,1125,Male,2,Single,7351,No,16,10,unsat,6337.0,1014.0
1,33,1,780,Male,4,Single,2686,Yes,13,10,sat,2377.0,309.0
0,35,9,880,Female,3,Married,10685,Yes,20,17,sat,8904.0,1781.0
0,31,6,653,Male,4,Divorced,5460,No,22,13,sat,4475.0,985.0
0,37,1,635,Female,2,Married,6447,No,12,8,unsat,5756.0,691.0
0,42,3,894,Female,4,Married,5231,Yes,13,17,sat,4629.0,602.0
0,50,10,491,Male,4,Single,10496,No,15,20,sat,9127.0,1369.0
1,50,28,2055,Male,1,Divorced,10854,Yes,13,20,unsat,9605.0,1249.0
0,26,6,164,Female,2,Married,2368,No,19,5,unsat,1990.0,378.0
0,44,24,744,Male,3,Single,3708,No,14,9,sat,3253.0,455.0
0,30,16,1729,Male,4,Married,2862,No,12,10,sat,2555.0,307.0
1,20,6,137,Female,4,Single,2926,Yes,18,1,sat,2480.0,446.0
0,30,9,184,Male,4,Married,6347,Yes,19,12,sat,5334.0,1013.0
0,35,2,269,Female,2,Single,4425,No,11,10,unsat,3986.0,439.0
0,40,7,1740,Male,2,Single,19833,No,14,21,unsat,17397.0,2436.0
1,43,17,1767,Male,3,Married,2437,Yes,16,6,sat,2101.0,336.0
0,42,17,347,Female,1,Single,6545,Yes,13,10,unsat,5792.0,753.0
0,40,20,1092,Male,4,Married,10322,No,20,14,sat,8602.0,1720.0
0,44,28,1523,Male,1,Married,16328,No,13,24,unsat,14450.0,1878.0
0,40,4,253,Female,3,Married,19033,No,14,21,sat,16696.0,2337.0
0,49,7,1484,Male,2,Divorced,10466,No,14,29,unsat,9181.0,1285.0
0,24,23,639,Male,4,Married,2725,Yes,11,6,sat,2455.0,270.0
0,45,4,240,Female,1,Divorced,5006,Yes,11,9,unsat,4510.0,496.0
0,43,27,1126,Female,1,Married,10820,No,11,18,unsat,9748.0,1072.0
0,42,2,875,Male,4,Single,2515,Yes,14,8,sat,2206.0,309.0
0,43,4,1293,Female,4,Single,10231,No,14,23,sat,8975.0,1256.0
0,34,19,1701,Female,4,Married,2929,No,12,10,sat,2615.0,314.0
0,29,1,1249,Female,4,Divorced,3760,No,15,3,sat,3270.0,490.0
1,25,9,1439,Male,1,Married,4400,No,12,6,unsat,3929.0,471.0
0,26,25,177,Female,3,Married,2942,No,23,8,sat,2392.0,550.0
0,45,2,783,Male,3,Single,6632,No,13,9,sat,5869.0,763.0
1,33,3,702,Male,1,Single,3348,Yes,11,10,unsat,3016.0,332.0
0,27,2,1648,Male,4,Single,2580,No,13,6,sat,2283.0,297.0
0,36,3,155,Female,4,Divorced,2835,No,22,7,sat,2324.0,511.0
0,41,2,616,Female,3,Single,6811,Yes,17,10,sat,5821.0,990.0
0,33,1,939,Male,1,Single,2799,Yes,11,6,unsat,2522.0,277.0
1,32,1,331,Male,3,Single,3730,Yes,14,4,sat,3272.0,458.0
0,45,9,1117,Female,3,Married,5593,No,13,15,sat,4950.0,643.0
1,21,7,1780,Male,2,Single,2679,No,13,1,unsat,2371.0,308.0
0,27,5,434,Female,2,Single,2478,Yes,12,4,unsat,2212.0,266.0
1,30,9,1876,Male,4,Single,1081,No,13,1,sat,957.0,124.0
0,45,26,1612,Male,1,Married,4385,No,15,10,unsat,3813.0,572.0
0,27,2,7,Male,2,Married,3468,No,12,6,unsat,3096.0,372.0
0,27,20,293,Female,3,Single,9981,No,14,7,sat,8755.0,1226.0
0,36,1,1662,Female,3,Married,4374,No,15,4,sat,3803.0,571.0
0,44,3,671,Male,4,Married,19513,Yes,12,26,sat,17422.0,2091.0
0,39,12,1654,Male,2,Married,5295,No,21,7,unsat,4376.0,919.0
0,29,3,690,Female,3,Married,5561,No,14,6,sat,4878.0,683.0
0,35,11,1137,Male,4,Divorced,4968,No,11,5,sat,4476.0,492.0
0,42,13,1803,Male,1,Married,5538,No,18,10,unsat,4693.0,845.0
0,29,2,388,Male,4,Single,4554,No,18,10,sat,3859.0,695.0
0,33,8,677,Male,3,Divorced,7104,No,12,6,sat,6343.0,761.0
0,49,1,887,Female,1,Married,3580,No,16,7,unsat,3086.0,494.0
0,32,10,722,Male,4,Single,5396,No,12,10,sat,4818.0,578.0
0,32,5,889,Male,2,Married,6524,No,14,10,unsat,5723.0,801.0
0,28,1,1315,Female,4,Married,6674,No,11,10,sat,6013.0,661.0
0,38,25,421,Female,2,Married,12061,No,17,19,unsat,10309.0,1752.0
0,45,20,2046,Female,3,Single,4850,No,15,8,sat,4217.0,633.0
0,33,10,446,Male,4,Single,4682,No,14,9,sat,4107.0,575.0
1,29,7,1299,Female,3,Divorced,3339,Yes,13,10,sat,2955.0,384.0
0,35,1,100,Male,1,Single,4312,No,14,16,unsat,3782.0,530.0
0,30,7,585,Male,2,Single,2983,No,14,4,unsat,2617.0,366.0
0,24,17,643,Male,2,Married,2127,No,21,1,unsat,1758.0,369.0
1,49,11,840,Female,4,Married,7654,No,18,9,sat,6486.0,1168.0
0,42,18,1998,Male,1,Divorced,5410,Yes,17,9,unsat,4624.0,786.0
0,31,7,941,Male,3,Married,2329,No,15,13,sat,2025.0,304.0
0,35,18,74,Male,1,Married,9069,No,22,9,unsat,7434.0,1635.0
0,55,1,1424,Male,4,Divorced,14732,No,13,31,sat,13037.0,1695.0
1,23,9,2023,Male,1,Married,1790,No,19,1,unsat,1504.0,286.0
1,23,8,1684,Male,3,Single,3989,Yes,11,5,sat,3594.0,395.0
0,36,18,1133,Male,4,Single,7779,No,20,18,sat,6482.0,1297.0
1,37,11,1033,Female,2,Married,4777,No,15,15,unsat,4154.0,623.0
0,44,1,1903,Male,1,Married,5033,No,15,10,unsat,4377.0,656.0
0,48,20,945,Male,3,Married,2259,No,17,13,sat,1931.0,328.0
0,26,28,641,Male,2,Married,6272,No,20,6,unsat,5227.0,1045.0
0,34,13,1951,Male,3,Divorced,8628,No,18,9,sat,7312.0,1316.0
0,31,8,98,Female,4,Single,4424,No,23,11,sat,3597.0,827.0
0,38,3,1036,Male,4,Single,6861,Yes,12,19,sat,6126.0,735.0
1,19,2,566,Male,4,Single,2564,No,12,1,sat,2289.0,275.0
0,42,9,1595,Male,4,Single,19613,No,22,24,sat,16076.0,3537.0
0,54,22,1665,Female,3,Married,17426,No,25,36,sat,13941.0,3485.0
0,22,8,1019,Male,1,Married,2451,No,15,4,unsat,2131.0,320.0
1,30,5,1017,Female,2,Single,2422,No,17,4,unsat,2070.0,352.0
0,23,20,1533,Male,3,Single,2272,No,14,5,sat,1993.0,279.0
0,34,3,1478,Male,1,Single,4759,No,18,15,unsat,4033.0,726.0
0,44,20,1475,Male,2,Single,3420,No,13,6,unsat,3027.0,393.0
1,34,23,590,Female,1,Divorced,9950,Yes,15,11,unsat,8652.0,1298.0
0,24,24,1173,Male,2,Single,3597,No,22,6,unsat,2948.0,649.0
0,34,5,153,Female,1,Single,11631,No,12,14,unsat,10385.0,1246.0
0,35,4,1350,Male,3,Single,4249,Yes,11,9,sat,3828.0,421.0
0,32,2,362,Male,1,Single,2176,No,13,9,unsat,1926.0,250.0
0,39,2,985,Male,3,Single,7880,No,18,9,sat,6678.0,1202.0
0,39,6,2062,Male,1,Married,9991,No,15,9,unsat,8688.0,1303.0
0,34,2,804,Female,1,Single,4381,No,11,6,unsat,3947.0,434.0
0,38,2,1805,Male,2,Divorced,2592,No,13,13,unsat,2294.0,298.0
0,59,6,321,Male,3,Married,2267,No,17,7,sat,1938.0,329.0
0,35,1,826,Female,3,Single,2506,No,13,7,sat,2218.0,288.0
0,30,23,159,Male,3,Divorced,2613,No,25,10,sat,2090.0,523.0
1,22,3,1203,Male,4,Married,2853,Yes,11,1,sat,2570.0,283.0
0,31,3,1948,Male,1,Divorced,3065,Yes,13,4,unsat,2712.0,353.0
0,35,10,1587,Female,3,Single,6142,Yes,16,10,sat,5295.0,847.0
1,19,21,959,Male,2,Single,2121,Yes,13,1,unsat,1877.0,244.0
0,41,10,1329,Male,2,Single,6151,No,13,19,unsat,5443.0,708.0
0,35,28,1596,Male,3,Married,3407,No,17,10,sat,2912.0,495.0
0,27,6,655,Female,3,Divorced,2187,No,12,6,sat,1953.0,234.0
0,26,1,1952,Male,1,Single,2867,No,13,8,unsat,2537.0,330.0
0,33,5,1395,Male,4,Married,9998,No,13,8,sat,8848.0,1150.0
0,24,10,1746,Male,4,Married,2145,No,14,3,sat,1882.0,263.0
1,26,20,1818,Female,2,Married,2148,Yes,11,6,unsat,1935.0,213.0
0,32,6,231,Male,3,Single,3038,No,20,8,sat,2532.0,506.0
0,29,19,1497,Male,3,Divorced,8620,No,14,10,sat,7561.0,1059.0
0,31,1,308,Male,3,Married,4345,No,12,6,sat,3879.0,466.0
0,27,5,844,Male,4,Divorced,12808,Yes,16,9,sat,11041.0,1767.0
0,32,5,1555,Female,2,Married,5878,No,12,12,unsat,5248.0,630.0
0,27,19,1619,Male,1,Divorced,4066,No,11,7,unsat,3663.0,403.0
0,29,9,1558,Male,3,Married,2451,No,18,5,sat,2077.0,374.0
0,29,2,469,Male,3,Married,4649,No,14,4,sat,4078.0,571.0
0,43,16,327,Female,4,Married,16064,Yes,22,22,sat,13167.0,2897.0
